"","no","G_ID","GDAY_DS","T_ID","WLS","P1","P2","P3","P4","D1","D2","D3","B1","B2","B3","B4","C1","C2","C3","C4","S1","S2","W","WS","WC","YEAR","p1","p2","p3","p4","d1","d2","d3","b1","b2","b3","b4","c1","c2","c3","c4","s1","s2"
"6219",15,"20200522HTSK0",20200522,"SK","L",0.272727273,2,0.181818182,0.444444444,0,0,1,0.1875,1,0.212121212,0.25,0,0.03125,0.166666667,5,1,0.333333333,"LOSE",0,9294,2020,0.348151848460729,0.0935672514619883,0.351713859920842,0.2777777775,0,0,0.25,0.286920848889677,0.0714285714285714,0.314735805675901,0.179687499686057,0,0.07291666659375,0.21212121246832,0.266666666666667,0.2,0.333333333
"6220",16,"20200523HTSK0",20200523,"SK","L",0.352941176,8,0.264705882,0.666666667,0,0,3,0.28125,4,0.342857143,0.46875,1,0.09375,0.285714286,6,0,0.577586207,"LOSE",0,9294,2020,0.483678085832367,0.374269005847953,0.541947925806472,0.416666666875,0,0,0.75,0.509531852952664,0.285714285714286,0.602166065254983,0.39408735765583,0.2,0.21874999978125,0.363636363867769,0.333333333333333,0,0.577586207
"6221",17,"20200524HTSK0",20200524,"SK","W",0.34,2.25,0.12,0.25,0,1,1,0.195121951,4,0.25,0.268292683,0,0.048780488,0.125,7,0,0.577586207,"WIN",3,9297,2020,0.461813186795549,0.105263157894737,0.209836064934157,0.15625,0,0.25,0.25,0.305019303983319,0.285714285714286,0.398014440586001,0.197616407741308,0,0.113821138552846,0.159090909033058,0.4,0,0.577586207
"6222",18,"20200526SKOB0",20200526,"SK","L",0.230769231,6.75,0.346153846,0.375,0,0,0,0.21875,5,0.324324324,0.21875,0,0.09375,0.222222222,6,0,0.577586207,"LOSE",0,9297,2020,0.277261200492369,0.315789473684211,0.728877679555537,0.234375,0,0,0,0.361124516910673,0.357142857142857,0.561420625687171,0.149058948547518,0,0.21874999978125,0.282828282442608,0.333333333333333,0,0.577586207
"6223",19,"20200527SKOB0",20200527,"SK","L",0.258064516,4.5,0.096774194,0.125,0,0,0,0.193548387,5,0.297297297,0.35483871,0,0.064516129,0.2,8,0,0.577586207,"LOSE",0,9297,2020,0.323378234269375,0.210526315789474,0.156530936322182,0.078125,0,0,0,0.301282848922013,0.357142857142857,0.502000194541422,0.282441348983128,0,0.150537634182796,0.254545454452893,0.466666666666667,0,0.577586207
"6224",20,"20200528SKOB0",20200528,"SK","W",0.185185185,1,0.185185185,0.333333333,0,3,0,0.289473684,4,0.357142857,0.552631579,1,0.157894737,0.25,8,1,0.5,"WIN",3,9300,2020,0.200244199604684,0.0467836257309941,0.359441407802363,0.208333333125,0,0.75,0,0.529059133510922,0.285714285714286,0.633574006835271,0.476300837079283,0.2,0.368421052631579,0.318181818066116,0.466666666666667,0.2,0.5
"6225",21,"20200529HHSK0",20200529,"SK","W",0.459459459,6,0.162162162,0.333333333,0,1,1,0.323529412,3,0.368421053,0.676470588,3,0.235294118,0.4,6,1,1,"WIN",3,9303,2020,0.663647163091671,0.280701754385965,0.306601682797708,0.208333333125,0,0.25,0.25,0.609925051422133,0.214285714285714,0.658369751808118,0.597677138522562,0.6,0.549019608117647,0.509090908905785,0.333333333333333,0.2,1
"6226",22,"20200530HHSK0",20200530,"SK","W",0.107142857,3,0.321428571,0.777777778,0,2,0,0.258064516,13,0.465116279,0.516129032,1,0.258064516,0.214285714,10,1,0.5,"WIN",3,9306,2020,0.0683869694489187,0.140350877192982,0.672131146675625,0.48611111125,0,0.5,0,0.454477518308117,0.928571428571429,0.870959616710966,0.440524193000037,0.2,0.602150536731183,0.272727272264463,0.6,0.2,0.5
"6227",23,"20200531HHSK0",20200531,"SK","W",0.1875,4,0.15625,0.444444444,0,0,1,0.333333333,9,0.461538462,0.7,1,0.2,0.3,10,3,0.75,"WIN",3,9309,2020,0.204155219458205,0.187134502923977,0.293032786382021,0.2777777775,0,0,0.25,0.633204632196151,0.642857142857143,0.863093585841178,0.620738636081018,0.2,0.4666666662,0.381818181679339,0.6,0.6,0.75
"6228",24,"20200602SKNC0",20200602,"SK","W",0.294117647,2,0.323529412,0.222222222,0,0,0,0.297297297,8,0.409090909,0.513513514,0,0.189189189,0.266666667,10,1,1,"WIN",3,9312,2020,0.384292178201224,0.0935672514619883,0.676952748978611,0.13888888875,0,0,0,0.547636438527778,0.571428571428571,0.747784705889287,0.437960688141901,0,0.441441440558559,0.339393939694766,0.6,0.2,1
"6229",25,"20200603SKNC0",20200603,"SK","L",0.571428571,9,0.142857143,0.625,0,1,0,0.289473684,4,0.341463415,0.710526316,2,0.157894737,0.375,9,0,0.577586207,"LOSE",0,9312,2020,0.852825745403063,0.421052631578947,0.262295081741467,0.390625,0,0.25,0,0.529059133510922,0.285714285714286,0.599101876261503,0.631055621934024,0.4,0.368421052631579,0.477272727099174,0.533333333333333,0,0.577586207
"6230",26,"20200604SKNC0",20200604,"SK","L",0.4375,11.25,0.09375,1.25,0,1,0,0.166666667,4,0.264705882,0.166666667,0,0,0,8,1,1,"LOSE",0,9312,2020,0.626545329847292,0.526315789473684,0.149590163196049,0.78125,0,0.25,0,0.237451737667186,0.285714285714286,0.430346145024617,0.0980113636433247,0,0,0,0.466666666666667,0.2,1
"6231",27,"20200605SSSK0",20200605,"SK","W",0.25,1,0.3125,0.111111111,0,1,0,0.214285714,7,0.371428571,0.357142857,0,0.142857143,0.222222222,8,0,0,"WIN",3,9315,2020,0.309752747055477,0.0467836257309941,0.65163934434695,0.069444444375,0,0.25,0,0.35052399222924,0.5,0.664981948415558,0.284699674878175,0,0.333333333333333,0.282828282442608,0.466666666666667,0,0
"6232",28,"20200606SSSK0",20200606,"SK","W",0.25,4,0.25,0.333333333,0,1,0,0.230769231,9,0.411764706,0.538461538,2,0.230769231,0.333333333,5,2,0.666666667,"WIN",3,9318,2020,0.309752747055477,0.187134502923977,0.508196721160978,0.208333333125,0,0.25,0,0.389664389774406,0.642857142857143,0.753663198205005,0.462412586666365,0.4,0.538461538461538,0.424242423663912,0.266666666666667,0.4,0.666666667
"6233",29,"20200607SSSK0",20200607,"SK","L",0.3125,3,0.25,0.222222222,0,2,2,0.181818182,3,0.25,0.181818182,0,0,0,9,0,0.577586207,"LOSE",0,9318,2020,0.415350274652749,0.140350877192982,0.508196721160978,0.13888888875,0,0.5,0.5,0.27342927331759,0.214285714285714,0.398014440586001,0.112861570107448,0,0,0,0.533333333333333,0,0.577586207
"6234",30,"20200609SKLG0",20200609,"SK","W",0.307692308,2.7,0.179487179,0.7,0,2,0,0.263157895,5,0.340909091,0.578947368,1,0.131578947,0.375,8,0,0,"WIN",3,9321,2020,0.407227388434362,0.126315789473684,0.346364016961252,0.4375,0,0.5,0,0.466571835249592,0.357142857142857,0.59788316393053,0.502093300731683,0.2,0.307017542692982,0.477272727099174,0.466666666666667,0,0
"6235",31,"20200611SKLG1",20200611,"SK","L",0.375,3.375,0.125,0.25,0,1,1,0.176470588,1,0.176470588,0.235294118,0,0.029411765,0.142857143,7,2,1,"LOSE",0,9321,2020,0.520947802250021,0.157894736842105,0.221311474789035,0.15625,0,0.25,0.25,0.260731318441204,0.0714285714285714,0.236355913995806,0.165274064202079,0,0.0686274515980392,0.181818181933884,0.4,0.4,1
"6236",32,"20200611SKLG2",20200611,"SK","L",0.269230769,4.5,0.192307692,0.75,0,0,2,0.264705882,2,0.285714286,0.5,2,0.088235294,0.166666667,8,0,0.577586207,"LOSE",0,9321,2020,0.342244293618585,0.210526315789474,0.37578814520621,0.46875,0,0,0.5,0.470247557279954,0.142857142857143,0.476534296735276,0.424715908794369,0.4,0.205882352460784,0.21212121246832,0.466666666666667,0,0.577586207
"6237",33,"20200612HTSK0",20200612,"SK","L",0.352941176,6,0.352941176,0.222222222,0,1,0,0.166666667,4,0.257142857,0.266666667,0,0.1,0.333333333,5,0,0.577586207,"LOSE",0,9321,2020,0.483678085832367,0.280701754385965,0.744455158269599,0.13888888875,0,0.25,0,0.237451737667186,0.285714285714286,0.413718411376145,0.196022727286649,0,0.2333333331,0.424242423663912,0.266666666666667,0,0.577586207
"6238",34,"20200613HTSK0",20200613,"SK","L",0.258064516,2,0.322580645,0.222222222,0,0,0,0.166666667,2,0.21875,0.166666667,0,0.033333333,0.2,4,1,1,"LOSE",0,9321,2020,0.323378234269375,0.0935672514619883,0.674775250942255,0.13888888875,0,0,0,0.237451737667186,0.142857142857143,0.329309567005024,0.0980113636433247,0,0.0777777769222222,0.254545454452893,0.2,0.2,1
"6239",35,"20200614HTSK0",20200614,"SK","W",0.264705882,3,0.117647059,0.222222222,0,1,0,0.107142857,2,0.166666667,0.464285714,2,0.142857143,0.333333333,1,0,0.577586207,"WIN",3,9324,2020,0.334599223540873,0.140350877192982,0.204435872466288,0.13888888875,0,0.25,0,0.0961114164964717,0.142857142857143,0.214801445102914,0.389711850070292,0.4,0.333333333333333,0.424242423663912,0,0,0.577586207
"6240",36,"20200616KTSK0",20200616,"SK","L",0.297297297,5.4,0.135135135,0.8,0,0,0,0.315789474,4,0.365853659,0.631578947,2,0.131578947,0.428571429,9,0,0.577586207,"LOSE",0,9324,2020,0.389664389059219,0.252631578947368,0.244572440400938,0.5,0,0,0,0.59154643414677,0.285714285714286,0.652725192441636,0.553678229016596,0.4,0.307017542692982,0.545454545801653,0.533333333333333,0,0.577586207
"6241",37,"20200617KTSK0",20200617,"SK","L",0.41025641,5.4,0.282051282,0.7,0,2,3,0.27027027,3,0.325,0.432432432,1,0.108108108,0.333333333,7,0,0,"LOSE",0,9324,2020,0.580515637897312,0.252631578947368,0.581757040625831,0.4375,0,0.5,0.75,0.483460293276499,0.214285714285714,0.562906137180345,0.358492014016938,0.2,0.252252251747748,0.424242423663912,0.4,0,0
"6242",38,"20200618KTSK0",20200618,"SK","L",0.405405405,5,0.27027027,0.444444444,0,1,0,0.24137931,6,0.352941176,0.517241379,2,0.103448276,0.333333333,5,0,0.577586207,"LOSE",0,9324,2020,0.57231957174752,0.233918128654971,0.554718652384785,0.2777777775,0,0.25,0,0.414858206727767,0.428571428571429,0.624336376053428,0.441614419463183,0.4,0.241379310425287,0.424242423663912,0.266666666666667,0,0.577586207
"6243",39,"20200619SKWO0",20200619,"SK","L",0.214285714,2.16,0.214285714,0.48,0,0,0,0.242424242,1,0.264705882,0.242424242,0,0.03030303,0,6,0,0.577586207,"LOSE",0,9324,2020,0.249411302231447,0.101052631578947,0.426229507256114,0.3,0,0,0,0.417339415919208,0.0714285714285714,0.430346145024617,0.172262395963939,0,0.0707070699292929,0,0.333333333333333,0,0.577586207
"6244",40,"20200620SKWO0",20200620,"SK","L",0.516129032,10.125,0.193548387,0.75,0,1,0,0.277777778,2,0.315789474,0.388888889,1,0.083333333,0.166666667,8,1,1,"LOSE",0,9324,2020,0.759393831872361,0.473684210526316,0.37863564193219,0.46875,0,0.25,0,0.501287001478002,0.142857142857143,0.542656280398128,0.315814393744021,0.2,0.194444443472222,0.21212121246832,0.466666666666667,0.2,1
"6245",41,"20200621SKWO0",20200621,"SK","L",0.314285714,7.875,0.285714286,0.875,0,0,1,0.125,2,0.151515152,0.40625,1,0.0625,0,5,0,0.577586207,"LOSE",0,9324,2020,0.418367346387082,0.368421052631579,0.590163935065843,0.546875,0,0,0.25,0.138513512847686,0.142857142857143,0.181489991578585,0.332830255378752,0.2,0.1458333331875,0,0.266666666666667,0,0.577586207
"6246",42,"20200623OBSK0",20200623,"SK","L",0.452380952,9,0.166666667,0.555555556,0,0,2,0.35,0,0.35,0.35,0,0.05,0.363636364,11,0,0.577586207,"LOSE",0,9324,2020,0.651687597679191,0.421052631578947,0.316939891011377,0.3472222225,0,0,0.5,0.672779922598854,0,0.617870036045127,0.277698863329382,0,0.11666666655,0.462809917649887,0.666666666666667,0,0.577586207
"6247",43,"20200625OBSK1",20200625,"SK","L",0.533333333,14,0.066666667,0.888888889,0,0,2,0.358974359,3,0.404761905,0.58974359,1,0.153846154,0.333333333,9,0,0.577586207,"LOSE",0,9324,2020,0.788461538266589,0.654970760233918,0.0874316939138225,0.555555555625,0,0,0.5,0.694089693988846,0.214285714285714,0.738267148367638,0.512674825135843,0.2,0.358974358974359,0.424242423663912,0.533333333333333,0,0.577586207
"6248",44,"20200625OBSK2",20200625,"SK","W",0.129032258,0,0.290322581,0.222222222,0,0,0,0.303030303,8,0.414634146,0.484848485,1,0.212121212,0.153846154,12,1,1,"WIN",3,9327,2020,0.105370435467883,0,0.600740349837279,0.13888888875,0,0,0,0.561249560895342,0.571428571428571,0.759971822603348,0.409865702330246,0.2,0.494949494171717,0.195804195928798,0.733333333333333,0.2,1
"6249",45,"20200626LGSK0",20200626,"SK","W",0.111111111,0,0.148148148,0.555555556,0,2,0,0.3,5,0.4,0.433333333,1,0.2,0.4,5,0,0.577586207,"WIN",3,9330,2020,0.0750915744293664,0,0.274438371925309,0.3472222225,0,0.5,0,0.554054053765261,0.357142857142857,0.72779783377469,0.359374999372115,0.2,0.4666666662,0.509090908905785,0.266666666666667,0,0.577586207
"6250",46,"20200627LGSK0",20200627,"SK","L",0.4,3,0.2,0.222222222,0,1,0,0.1,2,0.15625,0.1,0,0,0.2,5,0,0.577586207,"LOSE",0,9330,2020,0.563186813288929,0.140350877192982,0.393442622612201,0.13888888875,0,0.25,0,0.0791505784308895,0.142857142857143,0.19189981984307,0.0326704542210704,0,0,0.254545454452893,0.266666666666667,0,0.577586207
"6251",47,"20200628LGSK0",20200628,"SK","L",0.342857143,4,0.114285714,0.222222222,0,0,1,0.15625,1,0.181818182,0.21875,0,0,0,6,0,0.577586207,"LOSE",0,9330,2020,0.466640502584218,0.187134502923977,0.19672131015856,0.13888888875,0,0,0.25,0.212717180868682,0.0714285714285714,0.248112898627243,0.149058948547518,0,0,0,0.333333333333333,0,0.577586207
"6252",48,"20200630SKSS0",20200630,"SK","L",0.34375,4.5,0.3125,0.375,0,0,0,0.15625,1,0.181818182,0.34375,1,0.03125,0,5,0,0,"LOSE",0,9330,2020,0.468149038451385,0.210526315789474,0.65163934434695,0.234375,0,0,0,0.212717180868682,0.0714285714285714,0.248112898627243,0.271573153101674,0.2,0.07291666659375,0,0.266666666666667,0,0
"6253",49,"20200701SKSS0",20200701,"SK","L",0.363636364,7.875,0.242424242,0.5,1,1,0,0.133333333,1,0.161290323,0.266666667,1,0.033333333,0,3,0,0.577586207,"LOSE",0,9330,2020,0.501748252392175,0.368421052631579,0.490809735558704,0.3125,0.5,0.25,0,0.158301156861779,0.0714285714285714,0.202981251987783,0.196022727286649,0.2,0.0777777769222222,0,0.133333333333333,0,0.577586207
"6254",50,"20200702SKSS0",20200702,"SK","L",0.40625,6.75,0.28125,0.75,0,1,0,0.285714286,1,0.305555556,0.4,0,0.057142857,0.181818182,8,0,0.577586207,"LOSE",0,9330,2020,0.573746566048657,0.315789473684211,0.579918032753964,0.46875,0,0.25,0,0.520132377634097,0.0714285714285714,0.520156439040429,0.326704545151044,0,0.133333332866667,0.231404958824944,0.466666666666667,0,0.577586207
"6255",51,"20200703SKLT0",20200703,"SK","W",0.375,4.32,0.0625,1.08,0,0,1,0.3,2,0.333333333,0.55,2,0.175,0.333333333,8,0,0.577586207,"WIN",3,9333,2020,0.520947802250021,0.202105263157895,0.0778688516030637,0.675,0,0,0.25,0.554054053765261,0.142857142857143,0.581227436069087,0.473721590616031,0.4,0.408333332925,0.424242423663912,0.466666666666667,0,0.577586207
"6256",52,"20200704SKLT0",20200704,"SK","L",0.459459459,11.25,0.081081081,0.625,0,2,1,0.277777778,2,0.297297297,0.5,2,0.111111111,0.166666667,7,0,0.577586207,"LOSE",0,9333,2020,0.663647163091671,0.526315789473684,0.1205139556074,0.390625,0,0.5,0.25,0.501287001478002,0.142857142857143,0.502000194541422,0.424715908794369,0.4,0.259259258740741,0.21212121246832,0.4,0,0.577586207
"6257",53,"20200705SKLT0",20200705,"SK","W",0.28125,3,0.3125,0.333333333,0,2,1,0.294117647,4,0.368421053,0.647058824,2,0.147058824,0.25,5,1,0.5,"WIN",3,9336,2020,0.362551510854113,0.140350877192982,0.65163934434695,0.208333333125,0,0.5,0.25,0.540086304351044,0.285714285714286,0.658369751808118,0.568850267554606,0.4,0.343137255656863,0.318181818066116,0.266666666666667,0.2,0.5
"6258",54,"20200707NCSK0",20200707,"SK","L",0.363636364,5,0.272727273,0.222222222,0,1,1,0.333333333,4,0.4,0.388888889,0,0.083333333,0.3,9,0,0,"LOSE",0,9336,2020,0.501748252392175,0.233918128654971,0.560357675672717,0.13888888875,0,0.25,0.25,0.633204632196151,0.285714285714286,0.72779783377469,0.315814393744021,0,0.194444443472222,0.381818181679339,0.533333333333333,0,0
"6259",55,"20200708NCSK0",20200708,"SK","W",0.205882353,2,0.176470588,0.111111111,0,1,1,0.233333333,3,0.28125,0.5,2,0.1,0,7,0,0.577586207,"WIN",3,9339,2020,0.23521331590973,0.0935672514619883,0.339440693343345,0.069444444375,0,0.25,0.25,0.395752894528965,0.214285714285714,0.466719314166978,0.424715908794369,0.4,0.2333333331,0,0.4,0,0.577586207
"6260",56,"20200709NCSK0",20200709,"SK","L",0.4,8,0.175,0.666666667,0,1,1,0.137931034,4,0.242424242,0.275862069,1,0.068965517,0,4,1,0.5,"LOSE",0,9339,2020,0.563186813288929,0.374269005847953,0.336065573337812,0.416666666875,0,0.25,0.25,0.169218477779021,0.285714285714286,0.381358712724558,0.205035266179335,0.2,0.160919539505747,0,0.2,0.2,0.5
"6261",57,"20200710SKHH0",20200710,"SK","L",0.24137931,6.75,0.137931034,1,0,0,1,0.297297297,5,0.365853659,0.405405405,0,0.135135135,0.25,10,0,0.577586207,"LOSE",0,9339,2020,0.295187570252557,0.315789473684211,0.250989257788507,0.625,0,0,0.25,0.547636438527778,0.357142857142857,0.652725192441636,0.332002456301989,0,0.315315314684685,0.318181818066116,0.6,0,0.577586207
"6262",58,"20200711SKHH0",20200711,"SK","W",0.266666667,3,0.266666667,0.888888889,0,1,1,0.258064516,8,0.394736842,0.709677419,3,0.096774194,0,9,0,0,"WIN",3,9342,2020,0.33791208831127,0.140350877192982,0.546448088108931,0.555555555625,0,0.25,0.25,0.454477518308117,0.571428571428571,0.716226486413835,0.630223606408397,0.6,0.22580645244086,0,0.533333333333333,0,0
"6263",59,"20200713SKHH0",20200713,"SK","L",0.387096774,4.5,0.129032258,0.375,0,1,1,0.096774194,6,0.243243243,0.161290323,0,0.032258065,0.166666667,7,0,0.577586207,"LOSE",0,9342,2020,0.541386033070868,0.210526315789474,0.230565837427157,0.234375,0,0.25,0.25,0.0714908460301172,0.428571428571429,0.383159332249924,0.0927419355747686,0,0.0752688182580645,0.21212121246832,0.4,0,0.577586207
"6264",60,"20200714SKOB0",20200714,"SK","W",0.394736842,7,0.157894737,0,0,0,2,0.35,5,0.386363636,0.45,1,0.3,0.470588235,7,1,1,"WIN",3,9345,2020,0.554294389734469,0.327485380116959,0.296807592617717,0,0,0,0.5,0.672779922598854,0.357142857142857,0.697817524503516,0.375710226972707,0.2,0.6999999993,0.598930480691298,0.4,0.2,1
"6265",61,"20200715SKOB0",20200715,"SK","L",0.527777778,7.875,0.055555556,0.375,0,1,1,0.285714286,1,0.297297297,0.285714286,0,0.057142857,0.333333333,8,1,1,"LOSE",0,9345,2020,0.779075092307699,0.368421052631579,0.0619307833802144,0.234375,0,0.25,0.25,0.520132377634097,0.0714285714285714,0.502000194541422,0.214691558410134,0,0.133333332866667,0.424242423663912,0.466666666666667,0.2,1
"6266",62,"20200716SKOB0",20200716,"SK","L",0.40625,4.5,0.1875,0.25,0,0,0,0.205882353,3,0.27027027,0.323529412,1,0.058823529,0,8,5,1,"LOSE",0,9345,2020,0.573746566048657,0.210526315789474,0.364754097975007,0.15625,0,0,0,0.330570065512293,0.214285714285714,0.442579763395673,0.251754679066176,0.2,0.137254900862745,0,0.466666666666667,1,1
"6267",63,"20200717WOSK0",20200717,"SK","W",0.447368421,9,0.263157895,0.888888889,0,0,1,0.371428571,7,0.465116279,0.714285714,2,0.314285714,0.461538462,7,0,0,"WIN",3,9348,2020,0.643218623589517,0.421052631578947,0.538395168751467,0.555555555625,0,0,0.25,0.723662436795601,0.5,0.870959616710966,0.634740259178604,0.4,0.733333331933333,0.587412587786395,0.4,0,0
"6268",64,"20200718WOSK0",20200718,"SK","L",0.3125,4,0.1875,0.444444444,0,0,0,0.15625,2,0.205882353,0.28125,1,0.03125,0,6,0,0.577586207,"LOSE",0,9348,2020,0.415350274652749,0.187134502923977,0.364754097975007,0.2777777775,0,0,0,0.212717180868682,0.142857142857143,0.301019325071595,0.210316050824596,0.2,0.07291666659375,0,0.333333333333333,0,0.577586207
"6269",65,"20200719WOSK0",20200719,"SK","W",0.242424242,3,0.121212121,0.333333333,0,1,0,0.2,7,0.351351351,0.2,0,0.1,0.25,9,0,0.577586207,"WIN",3,9351,2020,0.296953046023873,0.140350877192982,0.212617981987898,0.208333333125,0,0.25,0,0.316602316098075,0.5,0.62084105683292,0.130681817864395,0,0.2333333331,0.318181818066116,0.533333333333333,0,0.577586207
"6270",1,"20200505NCSS0",20200505,"SS","L",0.363636364,4,0.272727273,0.222222222,0,0,0,0.1,6,0.25,0.1,0,0,0,9,0,0,"LOSE",0,9351,2020,0.501748252392175,0.187134502923977,0.560357675672717,0.13888888875,0,0,0,0.0791505784308895,0.428571428571429,0.398014440586001,0.0326704542210704,0,0,0,0.533333333333333,0,0
"6271",2,"20200506NCSS0",20200506,"SS","L",0.333333333,4,0.242424242,0.666666667,0,0,0,0.15625,2,0.181818182,0.59375,3,0.09375,0,4,0,0.635658915,"LOSE",0,9351,2020,0.450549449955319,0.187134502923977,0.490809735558704,0.416666666875,0,0,0,0.212717180868682,0.142857142857143,0.248112898627243,0.516601562209986,0.6,0.21874999978125,0,0.2,0,0.635658915
"6272",3,"20200507NCSS0",20200507,"SS","L",0.342857143,8,0.171428571,0.555555556,0,0,0,0.15625,6,0.27027027,0.21875,0,0.03125,0.1,9,0,0.635658915,"LOSE",0,9351,2020,0.466640502584218,0.374269005847953,0.327868851029293,0.3472222225,0,0,0,0.212717180868682,0.428571428571429,0.442579763395673,0.149058948547518,0,0.07291666659375,0.127272727226446,0.533333333333333,0,0.635658915
"6273",4,"20200508HTSS0",20200508,"SS","W",0.2,0,0.3,0.666666667,0,1,1,0.2,7,0.351351351,0.533333333,1,0.166666667,0.111111111,8,1,0.333333333,"WIN",3,9354,2020,0.22527472497766,0,0.622950819709755,0.416666666875,0,0.25,0.25,0.316602316098075,0.5,0.62084105683292,0.457386363015439,0.2,0.388888889277778,0.141414141221304,0.466666666666667,0.2,0.333333333
"6274",5,"20200509HTSS0",20200509,"SS","W",0.344827586,2,0.137931034,0.444444444,1,4,0,0.361111111,10,0.466666667,0.611111111,0,0.361111111,0.5,8,1,0.5,"WIN",3,9357,2020,0.46996968512936,0.0935672514619883,0.250989257788507,0.2777777775,0.5,1,0,0.699163448742484,0.714285714285714,0.874368231480293,0.533617423844717,0,0.842592591490741,0.636363636132231,0.466666666666667,0.2,0.5
"6275",6,"20200510HTSS0",20200510,"SS","L",0.5,12,0.166666667,0.555555556,1,1,0,0.193548387,3,0.257142857,0.580645161,2,0.096774194,0,5,0,0.635658915,"LOSE",0,9357,2020,0.732142857444564,0.56140350877193,0.316939891011377,0.3472222225,0.5,0.25,0,0.301282848922013,0.214285714285714,0.413718411376145,0.503757330802824,0.4,0.22580645244086,0,0.266666666666667,0,0.635658915
"6276",7,"20200512SSWO0",20200512,"SS","L",0.333333333,3.375,0.133333333,0.375,1,0,0,0.193548387,0,0.193548387,0.193548387,0,0.032258065,0.333333333,2,2,0.666666667,"LOSE",0,9357,2020,0.450549449955319,0.157894736842105,0.240437157115471,0.234375,0.5,0,0,0.301282848922013,0,0.273902410678569,0.124358503986105,0,0.0752688182580645,0.424242423663912,0.0666666666666667,0.4,0.666666667
"6277",8,"20200513SSWO0",20200513,"SS","W",0.066666667,0,0.4,0.222222222,0,0,0,0.15625,0,0.15625,0.34375,1,0.125,0.333333333,1,1,1,"WIN",3,9360,2020,0,0,0.85245901680731,0.13888888875,0,0,0,0.212717180868682,0,0.19189981984307,0.271573153101674,0.2,0.291666666375,0.424242423663912,0,0.2,1
"6278",9,"20200514SSWO0",20200514,"SS","W",0.342857143,5,0.228571429,0.222222222,0,0,0,0.411764706,6,0.473684211,0.764705882,1,0.235294118,0.5,6,0,0,"WIN",3,9363,2020,0.466640502584218,0.233918128654971,0.459016394195109,0.13888888875,0,0,0,0.819441290260883,0.428571428571429,0.889796694628099,0.684157753386659,0.2,0.549019608117647,0.636363636132231,0.333333333333333,0,0
"6279",10,"20200515SSKT0",20200515,"SS","L",0.634146341,15.75,0.073170732,0.5,0,0,1,0.307692308,1,0.317073171,0.41025641,0,0.153846154,0.272727273,8,0,0.635658915,"LOSE",0,9363,2020,0.958791208577693,0.736842105263158,0.102359056233376,0.3125,0,0,0.25,0.572319572777973,0.0714285714285714,0.545478560081369,0.336756992452895,0,0.358974358974359,0.347107438237415,0.466666666666667,0,0.635658915
"6280",11,"20200516SSKT0",20200516,"SS","L",0.571428571,11.25,0.057142857,0.75,0,2,0,0.235294118,3,0.297297297,0.294117647,0,0.117647059,0.3,6,1,1,"LOSE",0,9363,2020,0.852825745403063,0.526315789473684,0.0655737692878259,0.46875,0,0.5,0,0.400408812583383,0.214285714285714,0.502000194541422,0.222927807118106,0,0.274509804058824,0.381818181679339,0.333333333333333,0.2,1
"6281",12,"20200517SSKT0",20200517,"SS","L",0.387096774,10.125,0.129032258,0.875,0,0,1,0.212121212,1,0.235294118,0.272727273,0,0.060606061,0.4,5,1,0.5,"LOSE",0,9363,2020,0.541386033070868,0.473684210526316,0.230565837427157,0.546875,0,0,0.25,0.345384344618399,0.0714285714285714,0.365682736147384,0.201962809872299,0,0.141414142191919,0.509090908905785,0.266666666666667,0.2,0.5
"6282",13,"20200519LGSS0",20200519,"SS","L",0.432432432,10,0.135135135,0.555555556,0,2,0,0.314285714,2,0.342105263,0.657142857,2,0.171428571,0.285714286,5,0,0.635658915,"LOSE",0,9363,2020,0.617983367419596,0.467836257309941,0.244572440400938,0.3472222225,0,0.5,0,0.587975729896426,0.142857142857143,0.600513015003845,0.578733765808149,0.4,0.3999999986,0.363636363867769,0.266666666666667,0,0.635658915
"6283",14,"20200520LGSS0",20200520,"SS","W",0.21875,1,0.1875,0.333333333,0,1,2,0.192307692,1,0.206896552,0.269230769,0,0.115384615,0.25,2,3,1,"WIN",3,9366,2020,0.256953983256841,0.0467836257309941,0.364754097975007,0.208333333125,0,0.25,0.5,0.298336797085364,0.0714285714285714,0.303249098322186,0.198535838622055,0,0.269230768064103,0.318181818066116,0.0666666666666667,0.6,1
"6284",15,"20200521LGSS0",20200521,"SS","L",0.242424242,2,0.242424242,0.222222222,0,0,0,0.074074074,5,0.21875,0.074074074,0,0,0,5,0,0.635658915,"LOSE",0,9366,2020,0.296953046023873,0.0935672514619883,0.490809735558704,0.13888888875,0,0,0,0.0175890166375808,0.357142857142857,0.329309567005024,0.00726010061131109,0,0,0,0.266666666666667,0,0.635658915
"6285",16,"20200522OBSS0",20200522,"SS","L",0.486486486,12,0.162162162,1,1,2,0,0.342857143,4,0.4,0.514285714,1,0.2,0.363636364,8,0,0.635658915,"LOSE",0,9366,2020,0.709310958763746,0.56140350877193,0.306601682797708,0.625,0.5,0.5,0,0.655819084533272,0.285714285714286,0.72779783377469,0.438717531891954,0.2,0.4666666662,0.462809917649887,0.466666666666667,0,0.635658915
